CHROM	START	END	N_SITES
11	41230000	41240000	812
11	41240000	41250000	1316
11	41250000	41260000	667
11	41260000	41270000	761
11	41270000	41280000	1001
11	41280000	41290000	1034
11	41290000	41300000	888
11	41300000	41310000	1239
11	41310000	41320000	1007
11	41320000	41330000	1101
11	41330000	41340000	964
11	41340000	41350000	635
11	41350000	41360000	1405
11	41360000	41370000	1168
11	41370000	41380000	1226
11	41380000	41390000	952
11	41390000	41400000	868
11	41400000	41410000	1079
11	41410000	41420000	1386
11	41420000	41430000	1090
11	41430000	41440000	924
11	41440000	41450000	905
11	41450000	41460000	861
11	41460000	41470000	1007
11	41470000	41480000	912
11	41480000	41490000	1258
11	41490000	41500000	1466
11	41500000	41510000	1187
11	41510000	41520000	945
11	41520000	41530000	1235
11	41530000	41540000	675
11	41540000	41550000	1123
11	41550000	41560000	927
11	41560000	41570000	1191
11	41570000	41580000	1225
11	41580000	41590000	1046
11	41590000	41600000	953
11	41600000	41610000	1042
11	41610000	41620000	267
11	41620000	41630000	1199
11	41630000	41640000	885
11	41640000	41650000	994
11	41650000	41660000	836
11	41660000	41670000	962
11	41670000	41680000	1184
11	41680000	41690000	990
11	41690000	41700000	1160
11	41700000	41710000	1015
11	41710000	41720000	1064
11	41720000	41730000	1009
11	41730000	41740000	1024
11	41740000	41750000	1141
11	41750000	41760000	1404
11	41760000	41770000	1141
11	41770000	41780000	676
11	41780000	41790000	1119
11	41790000	41800000	921
11	41800000	41810000	1005
11	41810000	41820000	977
11	41820000	41830000	1106
11	41830000	41840000	965
11	41840000	41850000	811
11	41850000	41860000	807
11	41860000	41870000	835
11	41870000	41880000	736
11	41880000	41890000	1025
11	41890000	41900000	967
11	41900000	41910000	1124
11	41910000	41920000	845
11	41920000	41930000	868
11	41930000	41940000	1152
11	41940000	41950000	1077
11	41950000	41960000	960
11	41960000	41970000	805
11	41970000	41980000	948
11	41980000	41990000	1031
11	41990000	42000000	1040
11	42000000	42010000	853
11	42010000	42020000	796
11	42020000	42030000	1175
11	42030000	42040000	1249
11	42040000	42050000	1094
11	42050000	42060000	1100
11	42060000	42070000	1050
11	42070000	42080000	1171
11	42080000	42090000	965
11	42090000	42100000	1145
11	42100000	42110000	1067
11	42110000	42120000	1080
11	42120000	42130000	831
11	42130000	42140000	1083
11	42140000	42150000	933
11	42150000	42160000	1248
11	42160000	42170000	1031
11	42170000	42180000	959
11	42180000	42190000	976
11	42190000	42200000	1177
11	42200000	42210000	1108
11	42210000	42220000	1152
11	42220000	42230000	874
11	42230000	42240000	1062
11	42240000	42250000	910
11	42250000	42260000	1154
11	42260000	42270000	1154
11	42270000	42280000	1169
11	42280000	42290000	852
11	42290000	42300000	1122
11	42300000	42310000	1253
11	42310000	42320000	884
11	42320000	42330000	1103
11	42330000	42340000	821
11	42340000	42350000	841
11	42350000	42360000	985
11	42360000	42370000	858
11	42370000	42380000	802
11	42380000	42390000	889
11	42390000	42400000	853
11	42400000	42410000	987
11	42410000	42420000	1157
11	42420000	42430000	888
11	42430000	42440000	1065
11	42440000	42450000	1036
11	42450000	42460000	865
11	42460000	42470000	1218
11	42470000	42480000	930
11	42480000	42490000	925
11	42490000	42500000	1189
11	42500000	42510000	1197
11	42510000	42520000	1123
11	42520000	42530000	1225
11	42530000	42540000	1145
11	42540000	42550000	1000
11	42550000	42560000	792
11	42560000	42570000	1291
11	42570000	42580000	1294
11	42580000	42590000	962
11	42590000	42600000	867
11	42600000	42610000	1107
11	42610000	42620000	735
11	42620000	42630000	1046
11	42630000	42640000	1209
11	42640000	42650000	1068
11	42650000	42660000	1192
11	42660000	42670000	1277
11	42670000	42680000	891
11	42680000	42690000	1062
11	42690000	42700000	1038
11	42700000	42710000	759
11	42710000	42720000	619
11	42720000	42730000	692
11	42730000	42740000	866
11	42740000	42750000	1027
11	42750000	42760000	682
11	42760000	42770000	837
11	42770000	42780000	463
11	42780000	42790000	694
11	42790000	42800000	987
11	42800000	42810000	1330
11	42810000	42820000	1126
11	42820000	42830000	944
11	42830000	42840000	1097
11	42840000	42850000	1179
11	42850000	42860000	1160
11	42860000	42870000	1211
11	42870000	42880000	858
11	42880000	42890000	1009
11	42890000	42900000	649
11	42900000	42910000	1037
11	42910000	42920000	1075
11	42920000	42930000	978
11	42930000	42940000	1226
11	42940000	42950000	1136
11	42950000	42960000	643
11	42960000	42970000	845
11	42970000	42980000	1164
11	42980000	42990000	1069
11	42990000	43000000	1063
11	43000000	43010000	935
11	43010000	43020000	824
11	43020000	43030000	1083
11	43030000	43040000	1448
11	43040000	43050000	1532
11	43050000	43060000	1109
11	43060000	43070000	1090
11	43070000	43080000	829
11	43080000	43090000	1315
11	43090000	43100000	1149
11	43100000	43110000	962
11	43110000	43120000	1122
11	43120000	43130000	1294
11	43130000	43140000	1229
11	43140000	43150000	1242
11	43150000	43160000	1006
11	43160000	43170000	1129
11	43170000	43180000	1199
11	43180000	43190000	1022
11	43190000	43200000	1117
11	43200000	43210000	1369
11	43210000	43220000	1217
11	43220000	43230000	1117
11	43230000	43240000	1268
11	43240000	43250000	1240
11	43250000	43260000	1224
11	43260000	43270000	736
11	43270000	43280000	1279
11	43280000	43290000	1233
11	43290000	43300000	1024
11	43300000	43310000	711
11	43310000	43320000	976
11	43320000	43330000	1059
11	43330000	43340000	1161
11	43340000	43350000	1051
11	43350000	43360000	1067
11	43360000	43370000	468
11	43370000	43380000	913
11	43380000	43390000	972
11	43390000	43400000	978
11	43400000	43410000	1283
11	43410000	43420000	846
11	43420000	43430000	1144
11	43430000	43440000	1095
11	43440000	43450000	1230
11	43450000	43460000	968
11	43460000	43470000	862
11	43470000	43480000	722
11	43480000	43490000	996
11	43490000	43500000	1254
11	43500000	43510000	649
11	43510000	43520000	1390
11	43520000	43530000	988
11	43530000	43540000	937
11	43540000	43550000	1252
11	43550000	43560000	941
11	43560000	43570000	920
11	43570000	43580000	856
11	43580000	43590000	422
11	43590000	43600000	1208
11	43600000	43610000	1077
11	43610000	43620000	913
11	43620000	43630000	1173
11	43630000	43640000	1448
11	43640000	43650000	941
11	43650000	43660000	929
11	43660000	43670000	1121
11	43670000	43680000	1015
11	43680000	43690000	882
11	43690000	43700000	1209
11	43700000	43710000	998
11	43710000	43720000	1013
11	43720000	43730000	828
11	43730000	43740000	1180
11	43740000	43750000	1657
11	43750000	43760000	1398
11	43760000	43770000	1047
11	43770000	43780000	1075
11	43780000	43790000	914
11	43790000	43800000	1038
11	43800000	43810000	873
11	43810000	43820000	1071
11	43820000	43830000	1044
11	43830000	43840000	1299
11	43840000	43850000	991
11	43850000	43860000	997
11	43860000	43870000	924
11	43870000	43880000	920
11	43880000	43890000	344
11	43890000	43900000	1210
11	43900000	43910000	788
11	43910000	43920000	1016
11	43920000	43930000	1416
11	43930000	43940000	877
11	43940000	43950000	1348
11	43950000	43960000	825
11	43960000	43970000	1136
11	43970000	43980000	1081
11	43980000	43990000	600
11	43990000	44000000	1038
11	44000000	44010000	914
11	44010000	44020000	524
11	44020000	44030000	1229
11	44030000	44040000	906
11	44040000	44050000	940
11	44050000	44060000	948
11	44060000	44070000	1580
11	44070000	44080000	872
11	44080000	44090000	929
11	44090000	44100000	871
11	44100000	44110000	899
11	44110000	44120000	939
11	44120000	44130000	622
11	44130000	44140000	1222
11	44140000	44150000	850
11	44150000	44160000	1038
11	44160000	44170000	1133
11	44170000	44180000	976
11	44180000	44190000	1042
11	44190000	44200000	1077
11	44200000	44210000	1264
11	44210000	44220000	1445
11	44220000	44230000	638
11	44230000	44240000	1069
11	44240000	44250000	1163
11	44250000	44260000	957
11	44260000	44270000	1002
11	44270000	44280000	952
11	44280000	44290000	1098
11	44290000	44300000	964
11	44300000	44310000	462
11	44310000	44320000	1081
11	44320000	44330000	1177
11	44330000	44340000	953
11	44340000	44350000	978
11	44350000	44360000	1167
11	44360000	44370000	1203
11	44370000	44380000	904
11	44380000	44390000	1385
11	44390000	44400000	1048
11	44400000	44410000	967
11	44410000	44420000	1139
11	44420000	44430000	1157
11	44430000	44440000	947
11	44440000	44450000	1059
11	44450000	44460000	1093
11	44460000	44470000	1159
11	44470000	44480000	1201
11	44480000	44490000	1256
11	44490000	44500000	950
11	44500000	44510000	896
11	44510000	44520000	939
11	44520000	44530000	1187
11	44530000	44540000	804
11	44540000	44550000	951
11	44550000	44560000	1545
11	44560000	44570000	897
11	44570000	44580000	986
11	44580000	44590000	1096
11	44590000	44600000	1154
11	44600000	44610000	779
11	44610000	44620000	1460
11	44620000	44630000	1044
11	44630000	44640000	999
11	44640000	44650000	1122
11	44650000	44660000	1295
11	44660000	44670000	1042
11	44670000	44680000	878
11	44680000	44690000	1116
11	44690000	44700000	969
11	44700000	44710000	561
11	44710000	44720000	1036
11	44720000	44730000	1214
11	44730000	44740000	922
11	44740000	44750000	1251
11	44750000	44760000	1016
11	44760000	44770000	1093
11	44770000	44780000	1192
11	44780000	44790000	1466
11	44790000	44800000	1274
11	44800000	44810000	1183
11	44810000	44820000	1017
11	44820000	44830000	1075
11	44830000	44840000	1355
11	44840000	44850000	1303
11	44850000	44860000	1242
11	44860000	44870000	989
11	44870000	44880000	988
11	44880000	44890000	1037
11	44890000	44900000	1203
11	44900000	44910000	1292
11	44910000	44920000	1108
11	44920000	44930000	974
11	44930000	44940000	1439
11	44940000	44950000	1243
11	44950000	44960000	896
11	44960000	44970000	1225
11	44970000	44980000	1002
11	44980000	44990000	944
11	44990000	45000000	864
11	45000000	45010000	924
11	45010000	45020000	731
11	45020000	45030000	703
11	45030000	45040000	562
11	45040000	45050000	891
11	45050000	45060000	919
11	45060000	45070000	1005
11	45070000	45080000	1273
11	45080000	45090000	1028
11	45090000	45100000	872
11	45100000	45110000	1325
11	45110000	45120000	922
11	45120000	45130000	1123
11	45130000	45140000	1383
11	45140000	45150000	1110
11	45150000	45160000	847
11	45160000	45170000	1283
11	45170000	45180000	843
11	45180000	45190000	887
11	45190000	45200000	645
11	45200000	45210000	539
11	45210000	45220000	1208
11	45220000	45230000	953
11	45230000	45240000	1192
11	45240000	45250000	1295
11	45250000	45260000	837
11	45260000	45270000	1291
11	45270000	45280000	1130
11	45280000	45290000	886
11	45290000	45300000	973
11	45300000	45310000	1053
11	45310000	45320000	1121
11	45320000	45330000	1181
11	45330000	45340000	1105
11	45340000	45350000	1353
11	45350000	45360000	1186
11	45360000	45370000	1008
11	45370000	45380000	1170
11	45380000	45390000	932
11	45390000	45400000	968
11	45400000	45410000	1699
11	45410000	45420000	973
11	45420000	45430000	1189
11	45430000	45440000	261
11	45440000	45450000	850
11	45450000	45460000	1149
11	45460000	45470000	907
11	45470000	45480000	1238
11	45480000	45490000	1227
11	45490000	45500000	780
11	45500000	45510000	1130
11	45510000	45520000	923
11	45520000	45530000	867
11	45530000	45540000	1143
11	45540000	45550000	1411
11	45550000	45560000	856
11	45560000	45570000	1244
11	45570000	45580000	1139
11	45580000	45590000	1012
11	45590000	45600000	782
11	45600000	45610000	753
11	45610000	45620000	1065
11	45620000	45630000	912
11	45630000	45640000	934
11	45640000	45650000	828
11	45650000	45660000	1221
11	45660000	45670000	1295
11	45670000	45680000	1281
11	45680000	45690000	1075
11	45690000	45700000	679
11	45700000	45710000	513
11	45710000	45720000	1204
11	45720000	45730000	734
11	45730000	45740000	1027
11	45740000	45750000	1217
11	45750000	45760000	1722
11	45760000	45770000	1116
11	45770000	45780000	1209
11	45780000	45790000	937
11	45790000	45800000	693
11	45800000	45810000	1033
11	45810000	45820000	1150
11	45820000	45830000	1218
11	45830000	45840000	1005
11	45840000	45850000	944
11	45850000	45860000	854
11	45860000	45870000	1072
11	45870000	45880000	1202
11	45880000	45890000	1254
11	45890000	45900000	920
11	45900000	45910000	1461
11	45910000	45920000	1297
11	45920000	45930000	1056
11	45930000	45940000	1072
11	45940000	45950000	860
11	45950000	45960000	819
11	45960000	45970000	1324
11	45970000	45980000	996
11	45980000	45990000	1548
11	45990000	46000000	1119
11	46000000	46010000	1111
11	46010000	46020000	1069
11	46020000	46030000	1147
11	46030000	46040000	1059
11	46040000	46050000	1057
11	46050000	46060000	1161
11	46060000	46070000	1262
11	46070000	46080000	1175
11	46080000	46090000	1005
11	46090000	46100000	971
11	46100000	46110000	1092
11	46110000	46120000	1174
11	46120000	46130000	822
11	46130000	46140000	1145
11	46140000	46150000	1241
11	46150000	46160000	1230
11	46160000	46170000	1221
11	46170000	46180000	1385
11	46180000	46190000	1431
11	46190000	46200000	1436
11	46200000	46210000	1296
11	46210000	46220000	822
11	46220000	46230000	969
11	46230000	46240000	1194
11	46240000	46250000	1089
11	46250000	46260000	726
11	46260000	46270000	813
11	46270000	46280000	1240
11	46280000	46290000	1029
11	46290000	46300000	849
11	46300000	46310000	974
11	46310000	46320000	1298
11	46320000	46330000	1074
11	46330000	46340000	859
11	46340000	46350000	1217
11	46350000	46360000	789
11	46360000	46370000	1274
11	46370000	46380000	1043
11	46380000	46390000	1006
11	46390000	46400000	1348
11	46400000	46410000	1019
11	46410000	46420000	686
11	46420000	46430000	814
11	46430000	46440000	925
11	46440000	46450000	1465
11	46450000	46460000	1113
11	46460000	46470000	987
11	46470000	46480000	1587
11	46480000	46490000	918
11	46490000	46500000	1513
11	46500000	46510000	1175
11	46510000	46520000	829
11	46520000	46530000	930
11	46530000	46540000	1462
11	46540000	46550000	1041
11	46550000	46560000	1075
11	46560000	46570000	1203
11	46570000	46580000	1140
11	46580000	46590000	1204
11	46590000	46600000	976
11	46600000	46610000	1033
11	46610000	46620000	1054
11	46620000	46630000	1050
11	46630000	46640000	1109
11	46640000	46650000	1147
11	46650000	46660000	1372
11	46660000	46670000	1109
11	46670000	46680000	1181
11	46680000	46690000	1030
11	46690000	46700000	1144
11	46700000	46710000	1117
11	46710000	46720000	1341
11	46720000	46730000	1113
11	46730000	46740000	1165
11	46740000	46750000	1173
11	46750000	46760000	927
11	46760000	46770000	1075
11	46770000	46780000	1032
11	46780000	46790000	989
11	46790000	46800000	1000
11	46800000	46810000	1448
11	46810000	46820000	1019
11	46820000	46830000	1162
11	46830000	46840000	1270
11	46840000	46850000	1131
11	46850000	46860000	573
11	46860000	46870000	1002
11	46870000	46880000	1166
11	46880000	46890000	1176
11	46890000	46900000	959
11	46900000	46910000	1413
11	46910000	46920000	1008
11	46920000	46930000	1149
11	46930000	46940000	814
11	46940000	46950000	1045
11	46950000	46960000	911
11	46960000	46970000	835
11	46970000	46980000	986
11	46980000	46990000	830
11	46990000	47000000	926
11	47000000	47010000	1327
11	47010000	47020000	1293
11	47020000	47030000	973
11	47030000	47040000	956
11	47040000	47050000	1247
11	47050000	47060000	1074
11	47060000	47070000	1215
11	47070000	47080000	1308
11	47080000	47090000	822
11	47090000	47100000	1315
11	47100000	47110000	881
11	47110000	47120000	702
11	47120000	47130000	1271
11	47130000	47140000	1361
11	47140000	47150000	812
11	47150000	47160000	930
11	47160000	47170000	907
11	47170000	47180000	1025
11	47180000	47190000	1001
11	47190000	47200000	1014
11	47200000	47210000	1176
11	47210000	47220000	1073
11	47220000	47230000	609
11	47230000	47240000	921
11	47240000	47250000	989
11	47250000	47260000	906
11	47260000	47270000	741
11	47270000	47280000	867
11	47280000	47290000	1027
11	47290000	47300000	951
11	47300000	47310000	1033
11	47310000	47320000	1067
11	47320000	47330000	1164
11	47330000	47340000	1419
11	47340000	47350000	982
11	47350000	47360000	1248
11	47360000	47370000	972
11	47370000	47380000	1201
11	47380000	47390000	539
11	47390000	47400000	598
11	47400000	47410000	1111
11	47410000	47420000	323
11	47420000	47430000	743
11	47430000	47440000	972
11	47440000	47450000	941
11	47450000	47460000	1070
11	47460000	47470000	702
11	47470000	47480000	859
11	47480000	47490000	593
11	47490000	47500000	1407
11	47500000	47510000	899
11	47510000	47520000	1186
11	47520000	47530000	1108
11	47530000	47540000	1060
11	47540000	47550000	971
11	47550000	47560000	1082
11	47560000	47570000	797
11	47570000	47580000	886
11	47580000	47590000	947
11	47590000	47600000	924
11	47600000	47610000	852
11	47610000	47620000	278
11	47620000	47630000	908
11	47630000	47640000	1139
11	47640000	47650000	1033
11	47650000	47660000	930
11	47660000	47670000	910
11	47670000	47680000	401
11	47680000	47690000	1008
11	47690000	47700000	1158
11	47700000	47710000	858
11	47710000	47720000	1476
11	47720000	47730000	986
11	47730000	47740000	903
11	47740000	47750000	840
11	47750000	47760000	707
11	47760000	47770000	1015
11	47770000	47780000	969
11	47780000	47790000	919
11	47790000	47800000	977
11	47800000	47810000	659
11	47810000	47820000	1013
11	47820000	47830000	805
11	47830000	47840000	47
11	47840000	47850000	681
11	47850000	47860000	573
11	47860000	47870000	1089
11	47870000	47880000	728
11	47880000	47890000	1018
11	47890000	47900000	965
11	47900000	47910000	866
11	47910000	47920000	1132
11	47920000	47930000	1005
11	47930000	47940000	1537
11	47940000	47950000	845
11	47950000	47960000	787
11	47960000	47970000	804
11	47970000	47980000	1236
11	47980000	47990000	994
11	47990000	48000000	836
11	48000000	48010000	538
11	48010000	48020000	955
11	48020000	48030000	1167
11	48030000	48040000	953
11	48040000	48050000	980
11	48050000	48060000	879
11	48060000	48070000	1067
11	48070000	48080000	1196
11	48080000	48090000	1033
11	48090000	48100000	157
11	48100000	48110000	1082
11	48110000	48120000	851
11	48120000	48130000	1038
11	48130000	48140000	568
11	48140000	48150000	805
11	48150000	48160000	885
11	48160000	48170000	1092
11	48170000	48180000	758
11	48180000	48190000	957
11	48190000	48200000	997
11	48200000	48210000	438
11	48210000	48220000	734
11	48220000	48230000	526
11	48230000	48240000	1155
11	48240000	48250000	1222
11	48250000	48260000	984
11	48260000	48270000	1101
11	48270000	48280000	1170
11	48280000	48290000	1036
11	48290000	48300000	1195
11	48300000	48310000	1224
11	48310000	48320000	918
11	48320000	48330000	654
11	48330000	48340000	1093
11	48340000	48350000	659
11	48350000	48360000	711
11	48360000	48370000	601
11	48370000	48380000	740
11	48380000	48390000	1028
11	48390000	48400000	1019
11	48400000	48410000	738
11	48410000	48420000	467
11	48420000	48430000	401
11	48430000	48440000	718
11	48440000	48450000	973
11	48450000	48460000	351
11	48460000	48470000	177
11	48470000	48480000	1065
11	48480000	48490000	1286
11	48490000	48500000	442
11	48500000	48510000	853
11	48510000	48520000	931
11	48520000	48530000	632
11	48530000	48540000	1156
11	48540000	48550000	958
11	48550000	48560000	916
11	48560000	48570000	949
11	48570000	48580000	839
11	48580000	48590000	699
11	48590000	48600000	1286
11	48600000	48610000	1135
11	48610000	48620000	705
11	48620000	48630000	568
11	48630000	48640000	1067
11	48640000	48650000	894
11	48650000	48660000	1101
11	48660000	48670000	1062
11	48670000	48680000	932
11	48680000	48690000	810
11	48690000	48700000	967
11	48700000	48710000	1273
11	48710000	48720000	1102
11	48720000	48730000	952
11	48730000	48740000	1218
11	48740000	48750000	483
11	48750000	48760000	850
11	48760000	48770000	1289
11	48770000	48780000	457
11	48780000	48790000	888
11	48790000	48800000	1231
11	48800000	48810000	743
11	48810000	48820000	1218
11	48820000	48830000	1099
11	48830000	48840000	1186
11	48840000	48850000	894
11	48850000	48860000	1214
11	48860000	48870000	1138
11	48870000	48880000	976
11	48880000	48890000	873
11	48890000	48900000	907
11	48900000	48910000	952
11	48910000	48920000	953
11	48920000	48930000	926
11	48930000	48940000	1254
11	48940000	48950000	1040
11	48950000	48960000	937
11	48960000	48970000	1120
11	48970000	48980000	895
11	48980000	48990000	1058
11	48990000	49000000	1143
11	49000000	49010000	1163
11	49010000	49020000	988
11	49020000	49030000	857
11	49030000	49040000	1044
11	49040000	49050000	849
11	49050000	49060000	424
11	49060000	49070000	988
11	49070000	49080000	895
11	49080000	49090000	1077
11	49090000	49100000	1210
11	49100000	49110000	1235
11	49110000	49120000	683
11	49120000	49130000	1041
11	49130000	49140000	1072
11	49140000	49150000	1044
11	49150000	49160000	1099
11	49160000	49170000	1539
11	49170000	49180000	513
11	49180000	49190000	728
11	49190000	49200000	494
11	49200000	49210000	529
11	49210000	49220000	861
11	49220000	49230000	986
11	49230000	49240000	411
11	49240000	49250000	1047
11	49250000	49260000	1083
11	49260000	49270000	981
11	49270000	49280000	533
11	49280000	49290000	824
11	49290000	49300000	1112
11	49300000	49310000	925
11	49310000	49320000	1015
11	49320000	49330000	1112
11	49330000	49340000	984
11	49340000	49350000	1029
11	49350000	49360000	1161
11	49360000	49370000	1222
11	49370000	49380000	1183
11	49380000	49390000	1213
11	49390000	49400000	756
11	49400000	49410000	1056
11	49410000	49420000	1145
11	49420000	49430000	987
11	49430000	49440000	1338
11	49440000	49450000	937
11	49450000	49460000	971
11	49460000	49470000	262
11	49470000	49480000	718
11	49480000	49490000	1132
11	49490000	49500000	806
11	49500000	49510000	717
11	49510000	49520000	933
11	49520000	49530000	837
11	49530000	49540000	1190
11	49540000	49550000	1344
11	49550000	49560000	805
11	49560000	49570000	1313
11	49570000	49580000	1171
11	49580000	49590000	1151
11	49590000	49600000	1067
11	49600000	49610000	964
11	49610000	49620000	715
11	49620000	49630000	618
11	49630000	49640000	820
11	49640000	49650000	837
11	49650000	49660000	752
11	49660000	49670000	756
11	49670000	49680000	949
11	49680000	49690000	749
11	49690000	49700000	838
11	49700000	49710000	1293
11	49710000	49720000	1028
11	49720000	49730000	900
11	49730000	49740000	1288
11	49740000	49750000	1272
11	49750000	49760000	829
11	49760000	49770000	861
11	49770000	49780000	1322
11	49780000	49790000	832
11	49790000	49800000	1127
11	49800000	49810000	1167
11	49810000	49820000	908
11	49820000	49830000	1320
11	49830000	49840000	598
11	49840000	49850000	766
11	49850000	49860000	970
11	49860000	49870000	895
11	49870000	49880000	914
11	49880000	49890000	1139
11	49890000	49900000	1143
11	49900000	49910000	1055
11	49910000	49920000	788
11	49920000	49930000	1122
11	49930000	49940000	1235
11	49940000	49950000	1114
11	49950000	49960000	895
11	49960000	49970000	1084
11	49970000	49980000	969
11	49980000	49990000	949
11	49990000	50000000	1113
11	50000000	50010000	1173
11	50010000	50020000	1093
11	50020000	50030000	1017
11	50030000	50040000	1096
11	50040000	50050000	976
11	50050000	50060000	982
11	50060000	50070000	906
11	50070000	50080000	1153
11	50080000	50090000	944
11	50090000	50100000	932
11	50100000	50110000	947
11	50110000	50120000	980
11	50120000	50130000	1493
11	50130000	50140000	875
11	50140000	50150000	1158
11	50150000	50160000	740
11	50160000	50170000	664
11	50170000	50180000	963
11	50180000	50190000	992
11	50190000	50200000	896
11	50200000	50210000	660
11	50210000	50220000	942
11	50220000	50230000	1025
11	50230000	50240000	1140
11	50240000	50250000	1052
11	50250000	50260000	967
11	50260000	50270000	643
11	50270000	50280000	917
11	50280000	50290000	862
11	50290000	50300000	821
11	50300000	50310000	842
11	50310000	50320000	1099
11	50320000	50330000	908
11	50330000	50340000	874
11	50340000	50350000	1129
11	50350000	50360000	656
11	50360000	50370000	819
11	50370000	50380000	945
11	50380000	50390000	592
11	50390000	50400000	760
11	50400000	50410000	969
11	50410000	50420000	694
11	50420000	50430000	1060
11	50430000	50440000	852
11	50440000	50450000	1022
11	50450000	50460000	1066
11	50460000	50470000	766
11	50470000	50480000	803
11	50480000	50490000	977
11	50490000	50500000	901
11	50500000	50510000	657
11	50510000	50520000	457
11	50520000	50530000	655
11	50530000	50540000	619
11	50540000	50550000	1022
11	50550000	50560000	741
11	50560000	50570000	652
11	50570000	50580000	729
11	50580000	50590000	1018
11	50590000	50600000	844
11	50600000	50610000	709
11	50610000	50620000	582
11	50620000	50630000	565
11	50630000	50640000	747
11	50640000	50650000	878
11	50650000	50660000	934
11	50660000	50670000	566
11	50670000	50680000	806
11	50680000	50690000	1410
11	50690000	50700000	1276
11	50700000	50710000	1177
11	50710000	50720000	839
11	50720000	50730000	903
11	50730000	50740000	441
11	50740000	50750000	827
11	50750000	50760000	1082
11	50760000	50770000	620
11	50770000	50780000	677
11	50780000	50790000	660
11	50790000	50800000	482
11	50800000	50810000	715
11	50810000	50820000	539
11	50820000	50830000	707
11	50830000	50840000	550
11	50840000	50850000	1044
11	50850000	50860000	913
11	50860000	50870000	610
11	50870000	50880000	561
11	50880000	50890000	672
11	50890000	50900000	554
11	50900000	50910000	353
11	50910000	50920000	749
11	50920000	50930000	510
11	50930000	50940000	715
11	50940000	50950000	553
11	50950000	50960000	818
11	50960000	50970000	776
11	50970000	50980000	927
11	50980000	50990000	914
11	50990000	51000000	1223
11	51000000	51010000	1071
11	51010000	51020000	1115
11	51020000	51030000	906
11	51030000	51040000	659
11	51040000	51050000	1047
11	51050000	51060000	1218
11	51060000	51070000	846
11	51070000	51080000	757
11	51080000	51090000	698
11	51090000	51100000	774
11	51100000	51110000	1277
11	51110000	51120000	884
11	51120000	51130000	834
11	51130000	51140000	887
11	51140000	51150000	622
11	51150000	51160000	662
11	51160000	51170000	948
11	51170000	51180000	1125
11	51180000	51190000	1077
11	51190000	51200000	1131
11	51200000	51210000	651
11	51210000	51220000	860
11	51220000	51230000	662
11	51230000	51240000	935
11	51240000	51250000	790
11	51250000	51260000	402
11	51260000	51270000	757
11	51270000	51280000	1024
11	51280000	51290000	635
11	51290000	51300000	807
11	51300000	51310000	894
11	51310000	51320000	892
11	51320000	51330000	796
11	51330000	51340000	658
11	51340000	51350000	1283
11	51350000	51360000	607
11	51360000	51370000	940
11	51370000	51380000	606
11	51380000	51390000	755
11	51390000	51400000	733
11	51400000	51410000	885
11	51410000	51420000	1072
11	51420000	51430000	4479
11	51430000	51440000	4098
11	51440000	51450000	681
11	51450000	51460000	2702
11	51460000	51470000	523
11	51470000	51480000	280
11	51480000	51490000	510
11	51490000	51500000	2014
11	51500000	51510000	5286
11	51510000	51520000	3323
11	51520000	51530000	510
11	51530000	51540000	1276
11	51540000	51550000	458
11	51550000	51560000	2224
11	51560000	51570000	842
11	51570000	51580000	1024
11	51580000	51590000	906
11	51590000	51600000	923
11	51600000	51610000	495
11	51610000	51620000	747
11	51620000	51630000	1016
11	51630000	51640000	796
11	51640000	51650000	1159
11	51650000	51660000	660
11	51660000	51670000	944
11	51670000	51680000	626
11	51680000	51690000	835
11	51690000	51700000	728
11	51700000	51710000	1160
11	51710000	51720000	421
11	51720000	51730000	702
11	51730000	51740000	729
11	51740000	51750000	943
11	51750000	51760000	693
11	51760000	51770000	890
11	51770000	51780000	957
11	51780000	51790000	1033
11	51790000	51800000	713
11	51800000	51810000	403
11	51810000	51820000	604
11	51820000	51830000	786
11	51830000	51840000	806
11	51840000	51850000	1521
11	51850000	51860000	1320
11	51860000	51870000	853
11	51870000	51880000	1223
11	51880000	51890000	1076
11	51890000	51900000	1262
11	51900000	51910000	1159
11	51910000	51920000	1213
11	51920000	51930000	1043
11	51930000	51940000	960
11	51940000	51950000	732
11	51950000	51960000	1154
11	51960000	51970000	968
11	51970000	51980000	1004
11	51980000	51990000	781
11	51990000	52000000	926
11	52000000	52010000	799
11	52010000	52020000	811
11	52020000	52030000	1110
11	52030000	52040000	993
11	52040000	52050000	553
11	52050000	52060000	1065
11	52060000	52070000	821
11	52070000	52080000	828
11	52080000	52090000	542
11	52090000	52100000	1278
11	52100000	52110000	702
11	52110000	52120000	637
11	52120000	52130000	744
11	52130000	52140000	652
11	52140000	52150000	696
11	52150000	52160000	757
11	52160000	52170000	479
11	52170000	52180000	602
11	52180000	52190000	756
11	52190000	52200000	1152
11	52200000	52210000	950
11	52210000	52220000	550
11	52220000	52230000	575
11	52230000	52240000	520
11	52240000	52250000	556
11	52250000	52260000	412
11	52260000	52270000	752
11	52270000	52280000	748
11	52280000	52290000	753
11	52290000	52300000	754
11	52300000	52310000	882
11	52310000	52320000	669
11	52320000	52330000	760
11	52330000	52340000	856
11	52340000	52350000	796
11	52350000	52360000	787
11	52360000	52370000	1311
11	52370000	52380000	716
11	52380000	52390000	1357
11	52390000	52400000	1049
11	52400000	52410000	981
11	52410000	52420000	785
11	52420000	52430000	836
